"U_year","sex","agegp","L_age","U_age","pop","U_yearBorn","initialPop","cumDeaths","remainingPop","PercentLiving"
1914,"1","00-04",0,4,381200,1914,381200,0,381200,100
1914,"1","05-09",5,9,375000,1909,NA,80119,NA,NA
1914,"1","10-14",10,14,357600,1904,NA,7243,NA,NA
1914,"1","15-19",15,19,288600,1899,NA,4201,NA,NA
1914,"1","20-24",20,24,171600,1894,NA,5975,NA,NA
1914,"1","25-29",25,29,181600,1889,NA,7222,NA,NA
1914,"1","30-34",30,34,218000,1884,NA,7307,NA,NA
1914,"1","35-39",35,39,229200,1879,NA,8385,NA,NA
1914,"1","40-44",40,44,219800,1874,NA,10204,NA,NA
1914,"1","45-49",45,49,198800,1869,NA,11456,NA,NA
1914,"1","50-54",50,54,164800,1864,NA,13166,NA,NA
1914,"1","55-59",55,59,136400,1859,NA,15486,NA,NA
1914,"1","60-64",60,64,105000,1854,NA,17797,NA,NA
1914,"1","65-69",65,69,79200,1849,NA,20909,NA,NA
1914,"1","70-74",70,74,50400,1844,NA,21808,NA,NA
1914,"1","75-79",75,79,28000,1839,NA,22958,NA,NA
1914,"1","80+",80,84,16600,1834,NA,18883,NA,NA
1914,"2","00-04",0,4,377400,1914,377400,0,377400,100
1914,"2","05-09",5,9,373000,1909,NA,64868,NA,NA
1914,"2","10-14",10,14,361400,1904,NA,7145,NA,NA
1914,"2","15-19",15,19,345000,1899,NA,4203,NA,NA
1914,"2","20-24",20,24,327800,1894,NA,5197,NA,NA
1914,"2","25-29",25,29,321800,1889,NA,5644,NA,NA
1914,"2","30-34",30,34,307400,1884,NA,6230,NA,NA
1914,"2","35-39",35,39,287200,1879,NA,6942,NA,NA
1914,"2","40-44",40,44,255200,1874,NA,8388,NA,NA
1914,"2","45-49",45,49,218600,1869,NA,9347,NA,NA
1914,"2","50-54",50,54,180200,1864,NA,10738,NA,NA
1914,"2","55-59",55,59,150000,1859,NA,12670,NA,NA
1914,"2","60-64",60,64,119600,1854,NA,14313,NA,NA
1914,"2","65-69",65,69,94200,1849,NA,17524,NA,NA
1914,"2","70-74",70,74,66600,1844,NA,20097,NA,NA
1914,"2","75-79",75,79,41000,1839,NA,24696,NA,NA
1914,"2","80+",80,84,28600,1834,NA,23186,NA,NA
1919,"1","00-04",0,4,345080,1919,345080,0,345080,100
1919,"1","05-09",5,9,366840,1914,381200,59345,321855,84.4320566631689
1919,"1","10-14",10,14,366760,1909,NA,87110,NA,NA
1919,"1","15-19",15,19,298640,1904,NA,11656,NA,NA
1919,"1","20-24",20,24,159320,1899,NA,11339,NA,NA
1919,"1","25-29",25,29,148080,1894,NA,14150,NA,NA
1919,"1","30-34",30,34,181120,1889,NA,16199,NA,NA
1919,"1","35-39",35,39,205040,1884,NA,16681,NA,NA
1919,"1","40-44",40,44,215160,1879,NA,18456,NA,NA
1919,"1","45-49",45,49,206240,1874,NA,21345,NA,NA
1919,"1","50-54",50,54,178600,1869,NA,24287,NA,NA
1919,"1","55-59",55,59,145760,1864,NA,27997,NA,NA
1919,"1","60-64",60,64,111560,1859,NA,32273,NA,NA
1919,"1","65-69",65,69,84000,1854,NA,37055,NA,NA
1919,"1","70-74",70,74,52120,1849,NA,42699,NA,NA
1919,"1","75-79",75,79,29280,1844,NA,42903,NA,NA
1919,"1","80+",80,84,17640,1839,NA,41306,NA,NA
1919,"2","00-04",0,4,340280,1919,340280,0,340280,100
1919,"2","05-09",5,9,364280,1914,377400,48353,329047,87.1878643349232
1919,"2","10-14",10,14,367440,1909,NA,71807,NA,NA
1919,"2","15-19",15,19,351720,1904,NA,11841,NA,NA
1919,"2","20-24",20,24,335240,1899,NA,10639,NA,NA
1919,"2","25-29",25,29,319840,1894,NA,12693,NA,NA
1919,"2","30-34",30,34,308480,1889,NA,14307,NA,NA
1919,"2","35-39",35,39,294120,1884,NA,14770,NA,NA
1919,"2","40-44",40,44,268240,1879,NA,15695,NA,NA
1919,"2","45-49",45,49,233720,1874,NA,17602,NA,NA
1919,"2","50-54",50,54,194040,1869,NA,19709,NA,NA
1919,"2","55-59",55,59,159960,1864,NA,22654,NA,NA
1919,"2","60-64",60,64,128040,1859,NA,26120,NA,NA
1919,"2","65-69",65,69,100920,1854,NA,30289,NA,NA
1919,"2","70-74",70,74,70960,1849,NA,36847,NA,NA
1919,"2","75-79",75,79,42720,1844,NA,41789,NA,NA
1919,"2","80+",80,84,30240,1839,NA,46120,NA,NA
1924,"1","00-04",0,4,359960,1924,359960,0,359960,100
1924,"1","05-09",5,9,327160,1919,345080,48548,296532,85.9313782311348
1924,"1","10-14",10,14,362280,1914,381200,63517,317683,83.3376180482686
1924,"1","15-19",15,19,354840,1909,NA,90178,NA,NA
1924,"1","20-24",20,24,306440,1904,NA,16370,NA,NA
1924,"1","25-29",25,29,269320,1899,NA,16742,NA,NA
1924,"1","30-34",30,34,261800,1894,NA,19271,NA,NA
1924,"1","35-39",35,39,250320,1889,NA,21825,NA,NA
1924,"1","40-44",40,44,249040,1884,NA,23846,NA,NA
1924,"1","45-49",45,49,232120,1879,NA,27534,NA,NA
1924,"1","50-54",50,54,206720,1874,NA,32812,NA,NA
1924,"1","55-59",55,59,162240,1869,NA,38163,NA,NA
1924,"1","60-64",60,64,128080,1864,NA,44526,NA,NA
1924,"1","65-69",65,69,92640,1859,NA,51890,NA,NA
1924,"1","70-74",70,74,61360,1854,NA,59259,NA,NA
1924,"1","75-79",75,79,32600,1849,NA,65267,NA,NA
1924,"1","80+",80,84,19440,1844,NA,62092,NA,NA
1924,"2","00-04",0,4,350800,1924,350800,0,350800,100
1924,"2","05-09",5,9,323080,1919,340280,38210,302070,88.771012107676
1924,"2","10-14",10,14,359120,1914,377400,52245,325155,86.1565977742448
1924,"2","15-19",15,19,358200,1909,NA,74899,NA,NA
1924,"2","20-24",20,24,343440,1904,NA,16421,NA,NA
1924,"2","25-29",25,29,328440,1899,NA,15974,NA,NA
1924,"2","30-34",30,34,308920,1894,NA,18287,NA,NA
1924,"2","35-39",35,39,291480,1889,NA,20107,NA,NA
1924,"2","40-44",40,44,282480,1884,NA,21417,NA,NA
1924,"2","45-49",45,49,253440,1879,NA,23469,NA,NA
1924,"2","50-54",50,54,221120,1874,NA,27021,NA,NA
1924,"2","55-59",55,59,176600,1869,NA,31155,NA,NA
1924,"2","60-64",60,64,144240,1864,NA,36062,NA,NA
1924,"2","65-69",65,69,110880,1859,NA,42697,NA,NA
1924,"2","70-74",70,74,80680,1854,NA,50340,NA,NA
1924,"2","75-79",75,79,48840,1849,NA,60337,NA,NA
1924,"2","80+",80,84,34520,1844,NA,64897,NA,NA
1929,"1","00-04",0,4,324760,1929,324760,0,324760,100
1929,"1","05-09",5,9,346160,1924,359960,37543,322417,89.5702300255584
1929,"1","10-14",10,14,324960,1919,345080,52847,292233,84.6855801553263
1929,"1","15-19",15,19,352360,1914,381200,66131,315069,82.651888772298
1929,"1","20-24",20,24,337040,1909,NA,94723,NA,NA
1929,"1","25-29",25,29,299320,1904,NA,21924,NA,NA
1929,"1","30-34",30,34,272480,1899,NA,22029,NA,NA
1929,"1","35-39",35,39,252640,1894,NA,24503,NA,NA
1929,"1","40-44",40,44,245400,1889,NA,28447,NA,NA
1929,"1","45-49",45,49,236360,1884,NA,32609,NA,NA
1929,"1","50-54",50,54,220960,1879,NA,39158,NA,NA
1929,"1","55-59",55,59,185400,1874,NA,47784,NA,NA
1929,"1","60-64",60,64,143760,1869,NA,56400,NA,NA
1929,"1","65-69",65,69,106840,1864,NA,66401,NA,NA
1929,"1","70-74",70,74,70280,1859,NA,77306,NA,NA
1929,"1","75-79",75,79,37280,1854,NA,85493,NA,NA
1929,"1","80+",80,84,22160,1849,NA,87778,NA,NA
1929,"2","00-04",0,4,317400,1929,317400,0,317400,100
1929,"2","05-09",5,9,338720,1924,350800,29380,321420,91.6248574686431
1929,"2","10-14",10,14,321320,1919,340280,42024,298256,87.6501704478665
1929,"2","15-19",15,19,354040,1914,377400,54709,322691,85.5037095919449
1929,"2","20-24",20,24,353600,1909,NA,79165,NA,NA
1929,"2","25-29",25,29,337760,1904,NA,21611,NA,NA
1929,"2","30-34",30,34,318280,1899,NA,21396,NA,NA
1929,"2","35-39",35,39,298000,1894,NA,23802,NA,NA
1929,"2","40-44",40,44,283800,1889,NA,26318,NA,NA
1929,"2","45-49",45,49,270280,1884,NA,28839,NA,NA
1929,"2","50-54",50,54,241040,1879,NA,32938,NA,NA
1929,"2","55-59",55,59,203440,1874,NA,39118,NA,NA
1929,"2","60-64",60,64,161200,1869,NA,45732,NA,NA
1929,"2","65-69",65,69,128120,1864,NA,54288,NA,NA
1929,"2","70-74",70,74,91200,1859,NA,65132,NA,NA
1929,"2","75-79",75,79,55400,1854,NA,76579,NA,NA
1929,"2","80+",80,84,39600,1849,NA,86425,NA,NA
1934,"1","00-04",0,4,296504,1934,296504,0,296504,100
1934,"1","05-09",5,9,315172,1929,324760,29848,294912,90.8092129572607
1934,"1","10-14",10,14,344644,1924,359960,41134,318826,88.5726191799089
1934,"1","15-19",15,19,318408,1919,345080,55326,289754,83.9671960125188
1934,"1","20-24",20,24,339872,1914,381200,70031,311169,81.6288037775446
1934,"1","25-29",25,29,335424,1909,NA,100092,NA,NA
1934,"1","30-34",30,34,311392,1904,NA,27226,NA,NA
1934,"1","35-39",35,39,262500,1899,NA,27446,NA,NA
1934,"1","40-44",40,44,247912,1894,NA,30567,NA,NA
1934,"1","45-49",45,49,236116,1889,NA,36163,NA,NA
1934,"1","50-54",50,54,224264,1884,NA,43530,NA,NA
1934,"1","55-59",55,59,201300,1879,NA,53912,NA,NA
1934,"1","60-64",60,64,164636,1874,NA,67187,NA,NA
1934,"1","65-69",65,69,121856,1869,NA,80098,NA,NA
1934,"1","70-74",70,74,80164,1864,NA,94341,NA,NA
1934,"1","75-79",75,79,43508,1859,NA,106661,NA,NA
1934,"1","80+",80,84,24668,1854,NA,111078,NA,NA
1934,"2","00-04",0,4,288612,1934,288612,0,288612,100
1934,"2","05-09",5,9,309544,1929,317400,23115,294285,92.7173913043478
1934,"2","10-14",10,14,337964,1924,350800,32590,318210,90.7098061573546
1934,"2","15-19",15,19,318676,1919,340280,44344,295936,86.9683789820148
1934,"2","20-24",20,24,354172,1914,377400,58244,319156,84.5670376258611
1934,"2","25-29",25,29,352788,1909,NA,84065,NA,NA
1934,"2","30-34",30,34,332616,1904,NA,26861,NA,NA
1934,"2","35-39",35,39,309352,1899,NA,26737,NA,NA
1934,"2","40-44",40,44,291364,1894,NA,29826,NA,NA
1934,"2","45-49",45,49,275796,1889,NA,33305,NA,NA
1934,"2","50-54",50,54,257176,1884,NA,38017,NA,NA
1934,"2","55-59",55,59,225648,1879,NA,44974,NA,NA
1934,"2","60-64",60,64,185732,1874,NA,54455,NA,NA
1934,"2","65-69",65,69,145268,1869,NA,65302,NA,NA
1934,"2","70-74",70,74,104508,1864,NA,78632,NA,NA
1934,"2","75-79",75,79,63788,1859,NA,94274,NA,NA
1934,"2","80+",80,84,44676,1854,NA,105640,NA,NA
1939,"1","00-04",0,4,288268,1939,288268,0,288268,100
1939,"1","05-09",5,9,290888,1934,296504,25182,271322,91.5070285729704
1939,"1","10-14",10,14,313464,1929,324760,32701,292059,89.9307180687277
1939,"1","15-19",15,19,335116,1924,359960,43125,316835,88.0195021669074
1939,"1","20-24",20,24,280572,1919,345080,58935,286145,82.9213515706503
1939,"1","25-29",25,29,322316,1914,381200,74226,306974,80.5283315844701
1939,"1","30-34",30,34,327048,1909,NA,104863,NA,NA
1939,"1","35-39",35,39,300184,1904,NA,32481,NA,NA
1939,"1","40-44",40,44,254504,1899,NA,33785,NA,NA
1939,"1","45-49",45,49,241948,1894,NA,37957,NA,NA
1939,"1","50-54",50,54,227368,1889,NA,46588,NA,NA
1939,"1","55-59",55,59,209548,1884,NA,58897,NA,NA
1939,"1","60-64",60,64,179680,1879,NA,74960,NA,NA
1939,"1","65-69",65,69,139260,1874,NA,94751,NA,NA
1939,"1","70-74",70,74,92328,1869,NA,111983,NA,NA
1939,"1","75-79",75,79,49672,1864,NA,128214,NA,NA
1939,"1","80+",80,84,28600,1859,NA,136648,NA,NA
1939,"2","00-04",0,4,277600,1939,277600,0,277600,100
1939,"2","05-09",5,9,284464,1934,288612,19061,269551,93.3956315052735
1939,"2","10-14",10,14,309504,1929,317400,25542,291858,91.952741020794
1939,"2","15-19",15,19,340156,1924,350800,34334,316466,90.2126567844926
1939,"2","20-24",20,24,322000,1919,340280,47519,292761,86.0353238509463
1939,"2","25-29",25,29,354284,1914,377400,62247,315153,83.5063593004769
1939,"2","30-34",30,34,350140,1909,NA,88660,NA,NA
1939,"2","35-39",35,39,327700,1904,NA,31690,NA,NA
1939,"2","40-44",40,44,304580,1899,NA,32262,NA,NA
1939,"2","45-49",45,49,285956,1894,NA,36409,NA,NA
1939,"2","50-54",50,54,266792,1889,NA,42056,NA,NA
1939,"2","55-59",55,59,243872,1884,NA,49902,NA,NA
1939,"2","60-64",60,64,207824,1879,NA,60664,NA,NA
1939,"2","65-69",65,69,165684,1874,NA,75946,NA,NA
1939,"2","70-74",70,74,120384,1869,NA,92478,NA,NA
1939,"2","75-79",75,79,74140,1864,NA,111255,NA,NA
1939,"2","80+",80,84,52980,1859,NA,127811,NA,NA
1944,"1","00-04",0,4,301680,1944,301680,0,301680,100
1944,"1","05-09",5,9,283920,1939,288268,23446,264822,91.866596361719
1944,"1","10-14",10,14,289440,1934,296504,27582,268922,90.6975959852144
1944,"1","15-19",15,19,251640,1929,324760,34431,290329,89.3980169971671
1944,"1","20-24",20,24,104160,1924,359960,45914,314046,87.2446938548728
1944,"1","25-29",25,29,134320,1919,345080,61534,283546,82.1681928828098
1944,"1","30-34",30,34,202400,1914,381200,77219,303981,79.7431794333683
1944,"1","35-39",35,39,251800,1909,NA,108918,NA,NA
1944,"1","40-44",40,44,267160,1904,NA,37856,NA,NA
1944,"1","45-49",45,49,243560,1899,NA,41035,NA,NA
1944,"1","50-54",50,54,231200,1894,NA,47487,NA,NA
1944,"1","55-59",55,59,212040,1889,NA,60469,NA,NA
1944,"1","60-64",60,64,186200,1884,NA,78576,NA,NA
1944,"1","65-69",65,69,150320,1879,NA,101219,NA,NA
1944,"1","70-74",70,74,106160,1874,NA,126945,NA,NA
1944,"1","75-79",75,79,58840,1869,NA,146114,NA,NA
1944,"1","80+",80,84,35240,1864,NA,158948,NA,NA
1944,"2","00-04",0,4,289040,1944,289040,0,289040,100
1944,"2","05-09",5,9,274800,1939,277600,17796,259804,93.5893371757925
1944,"2","10-14",10,14,284200,1934,288612,20854,267758,92.7743822155697
1944,"2","15-19",15,19,300360,1929,317400,26921,290479,91.5182734719597
1944,"2","20-24",20,24,306520,1924,350800,36941,313859,89.4694982896237
1944,"2","25-29",25,29,311600,1919,340280,51216,289064,84.9488656400611
1944,"2","30-34",30,34,347880,1914,377400,66042,311358,82.5007949125596
1944,"2","35-39",35,39,344240,1909,NA,92987,NA,NA
1944,"2","40-44",40,44,321400,1904,NA,36597,NA,NA
1944,"2","45-49",45,49,298120,1899,NA,38222,NA,NA
1944,"2","50-54",50,54,277080,1894,NA,44374,NA,NA
1944,"2","55-59",55,59,254920,1889,NA,52579,NA,NA
1944,"2","60-64",60,64,227280,1884,NA,64026,NA,NA
1944,"2","65-69",65,69,185280,1879,NA,80203,NA,NA
1944,"2","70-74",70,74,136360,1874,NA,102011,NA,NA
1944,"2","75-79",75,79,86480,1869,NA,124381,NA,NA
1944,"2","80+",80,84,64560,1864,NA,144784,NA,NA
1949,"1","00-04",0,4,366160,1949,366160,0,366160,100
1949,"1","05-09",5,9,297600,1944,301680,19154,282526,93.6508883585256
1949,"1","10-14",10,14,282400,1939,288268,24761,263507,91.4104236335632
1949,"1","15-19",15,19,236320,1934,296504,28558,267946,90.3684267328603
1949,"1","20-24",20,24,243440,1929,324760,36006,288754,88.9130434782609
1949,"1","25-29",25,29,308560,1924,359960,48039,311921,86.654350483387
1949,"1","30-34",30,34,298960,1919,345080,64324,280756,81.3596847107917
1949,"1","35-39",35,39,331880,1914,381200,80271,300929,78.9425498426023
1949,"1","40-44",40,44,325360,1909,NA,113213,NA,NA
1949,"1","45-49",45,49,288160,1904,NA,44169,NA,NA
1949,"1","50-54",50,54,244160,1899,NA,50721,NA,NA
1949,"1","55-59",55,59,215440,1894,NA,60563,NA,NA
1949,"1","60-64",60,64,187640,1889,NA,79253,NA,NA
1949,"1","65-69",65,69,156120,1884,NA,104882,NA,NA
1949,"1","70-74",70,74,117320,1879,NA,133832,NA,NA
1949,"1","75-79",75,79,70520,1874,NA,164817,NA,NA
1949,"1","80+",80,84,43840,1869,NA,181991,NA,NA
1949,"2","00-04",0,4,348360,1949,348360,0,348360,100
1949,"2","05-09",5,9,286120,1944,289040,14186,274854,95.0920287849433
1949,"2","10-14",10,14,273520,1939,277600,18714,258886,93.2586455331412
1949,"2","15-19",15,19,283320,1934,288612,21598,267014,92.5165966765069
1949,"2","20-24",20,24,305160,1929,317400,28409,288991,91.0494643982357
1949,"2","25-29",25,29,336560,1924,350800,39289,311511,88.8001710376283
1949,"2","30-34",30,34,318560,1919,340280,54066,286214,84.1113200893382
1949,"2","35-39",35,39,346880,1914,377400,68966,308434,81.7260201377848
1949,"2","40-44",40,44,336720,1909,NA,96788,NA,NA
1949,"2","45-49",45,49,315560,1904,NA,41530,NA,NA
1949,"2","50-54",50,54,287240,1899,NA,45280,NA,NA
1949,"2","55-59",55,59,259960,1894,NA,53920,NA,NA
1949,"2","60-64",60,64,233800,1889,NA,65529,NA,NA
1949,"2","65-69",65,69,201240,1884,NA,82679,NA,NA
1949,"2","70-74",70,74,155600,1879,NA,106365,NA,NA
1949,"2","75-79",75,79,100720,1874,NA,137260,NA,NA
1949,"2","80+",80,84,79240,1869,NA,163110,NA,NA
1954,"1","00-04",0,4,352920,1954,352920,0,352920,100
1954,"1","05-09",5,9,362080,1949,366160,12261,353899,96.6514638409438
1954,"1","10-14",10,14,295160,1944,301680,20144,281536,93.3227260673561
1954,"1","15-19",15,19,268960,1939,288268,25471,262797,91.1641250503004
1954,"1","20-24",20,24,277240,1934,296504,29716,266788,89.977875509268
1954,"1","25-29",25,29,309400,1929,324760,37717,287043,88.3861928808967
1954,"1","30-34",30,34,326520,1924,359960,49993,309967,86.1115123902656
1954,"1","35-39",35,39,302000,1919,345080,66789,278291,80.6453575982381
1954,"1","40-44",40,44,329280,1914,381200,83454,297746,78.107555089192
1954,"1","45-49",45,49,319880,1909,NA,118570,NA,NA
1954,"1","50-54",50,54,280240,1904,NA,53320,NA,NA
1954,"1","55-59",55,59,225480,1899,NA,65361,NA,NA
1954,"1","60-64",60,64,190880,1894,NA,80281,NA,NA
